Date,Close,High,Low,Open,Volume
2007-01-03,21.235301971435500,21.512654772459600,20.90816668112020,21.270859535923800,76935100
2007-01-04,21.199739456176800,21.313525270968200,20.93661026813430,21.121512556278800,45774500
2007-01-05,21.078845977783200,21.157074249403000,20.943726144083500,21.071734193414700,44607200
2007-01-08,21.28508758544920,21.40598522916970,21.000622940352300,21.085961655664100,50220200
2007-01-09,21.306415557861300,21.462872085724400,21.142848602762700,21.33486269253970,44636600
2007-01-10,21.093069076538100,21.256636044067500,20.92950210900870,21.1926313426109,55017400
2007-01-11,21.832674026489300,21.868231584052400,21.08595310975890,21.164181364118400,99464300
2007-01-12,22.195369720459000,22.323379122585500,21.790007518014500,21.797119302180900,103972500
2007-01-16,22.15981674194340,22.366054456145900,22.067366241516500,22.23093324189030,62379600
2007-01-17,22.117141723632800,22.358936947703700,22.053137025706200,22.230927551850400,58519600
2007-01-18,22.046030044555700,22.309160677402400,21.903797050081600,22.15270411219410,56364300
2007-01-19,22.12425994873050,22.12425994873050,21.82557172359040,21.854017510709500,75826900
2007-01-22,21.84689712524410,22.13136302306790,21.69755374967720,22.088692324533900,56143900
2007-01-23,21.861122131347700,22.01757730030880,21.704666962386500,21.782893868650100,49171200
2007-01-24,22.110031127929700,22.2593745268277,21.797119405299500,21.88957124346560,58527800
2007-01-25,21.654891967773400,22.387388248028300,21.654891967773400,22.102923607325700,97378700
2007-01-26,21.761564254760700,22.20959585758940,21.761564254760700,22.202484072600500,96103700
2007-01-29,21.711782455444300,21.88957300545360,21.576661257635700,21.797121159845600,57605900
2007-01-30,21.676218032836900,21.79000384746330,21.434422837647300,21.7402227231185,61900400
2007-01-31,21.946456909179700,22.117135604282900,21.58376417342280,21.62643350809020,73968400
2007-02-01,21.733118057251000,22.00336047281230,21.597998205904700,21.932243976273300,55355800
2007-02-02,21.469985961914100,21.932241094018200,21.42731525573770,21.91801752529270,60401700
2007-02-05,21.05750846862790,21.349084796931000,20.915275517850600,21.313525881019600,99102100
2007-02-06,20.98640251159670,21.157081324213100,20.780164765246800,21.0432954491355,79281100
2007-02-07,20.886831283569300,21.121514720174200,20.801491235515700,21.078844017930400,65145500
2007-02-08,20.808605194091800,21.19263205938560,20.76593584382230,20.79438162519060,48749000
2007-02-09,20.609479904174800,20.908168077703500,20.573922337311400,20.872610510840100,69823100
2007-02-12,20.581029891967800,20.68770392706750,20.502801633225500,20.545470975978600,52774400
2007-02-13,20.702346801757800,20.83793649212480,20.666664587904800,20.723756130069600,50348100
2007-02-14,20.98065948486330,21.18761222424850,20.80225251413970,20.816525398470500,55588600
2007-02-15,21.023481369018600,21.15907107750460,20.85221080304860,21.109117332572300,63858100
2007-02-16,20.509666442871100,20.652392572616200,20.445439820599500,20.63098324481330,109340300
2007-02-20,20.573890686035200,20.595300011362400,20.316984226656800,20.43116457279450,53978200
2007-02-21,20.944988250732400,20.97353267136120,20.509674606756500,20.51681105219810,68604900
2007-02-22,20.97353172302250,21.080577038669200,20.80939756869940,20.916441523208500,57754400
2007-02-23,20.62384796142580,20.895027350956400,20.616711518423700,20.852208692943800,63787100
2007-02-26,20.745162963867200,20.759435848628600,20.566755987760800,20.666663458816500,63481900
2007-02-27,19.888811111450200,20.673800749623400,19.83172093119870,20.488257323521900,87143300
2007-02-28,20.1028995513916,20.15998973335920,19.92449256260080,19.945901891265100,86333300
