Date,Close,High,Low,Open,Volume
2020-01-02,153.32325744628900,153.42826088554300,151.1372952944170,151.5668495220530,22622100
2020-01-03,151.4141082763670,152.68368996502100,150.87955063179800,151.12774851363600,21116200
2020-01-06,151.80548095703100,151.87230794316700,149.39995707140500,149.9440697335840,20813700
2020-01-07,150.42137145996100,152.41642230295300,150.17318812555400,152.0823310334370,21634100
2020-01-08,152.81732177734400,153.4950738351810,150.7745396996870,151.71001553116600,27746500
2020-01-09,154.7264862060550,154.85058515825200,153.71464277750500,154.48784333835500,21385000
2020-01-10,154.0105438232420,155.8051426887700,153.85780890583500,155.42331996085500,20725900
2020-01-13,155.86241149902300,155.89104747476000,153.93417326104000,154.41145894411300,21626500
2020-01-14,154.76467895507800,156.16790019811800,154.37330115192200,155.96743377813900,23477400
2020-01-15,155.76693725585900,156.49242076357800,155.18466274765700,155.2323796600260,21417900
2020-01-16,158.62115478515600,158.68798178601900,156.57837222412800,156.8838421156050,23865400
2020-01-17,159.50892639160200,159.86211323634700,157.91477893985100,159.81438174136900,34371700
2020-01-21,158.93614196777300,160.54937000352900,158.86931497665700,159.1079578324650,29517200
2020-01-22,158.1724853515630,159.88117639299500,158.15338984431400,159.79525389317900,24138800
2020-01-23,159.1461639404300,159.22253140940400,157.7620381585890,158.64024220338200,19680800
2020-01-24,157.54246520996100,159.91935335669800,156.97927155195500,159.90025784938800,24918100
2020-01-27,154.90785217285200,155.95788658346500,152.92234182907500,153.8291817842760,32078100
2020-01-28,157.94342041015600,158.22978023235000,155.66199491117100,156.33973257783900,24899900
2020-01-29,160.4061737060550,161.0839258176200,158.16293962662300,160.21526233672500,34754500
2020-01-30,164.93084716796900,166.14315693787100,163.0312448171450,166.14315693787100,51597500
2020-01-31,162.49673461914100,164.56815343740500,161.87626884723200,164.38679705151800,36142700
2020-02-03,166.45816040039100,166.57270430396200,162.6589558551060,162.6875918309990,30107000
2020-02-04,171.93740844726600,172.43378968983800,168.30049347850400,169.0927895461620,36433300
2020-02-05,171.72743225097700,175.83209321708300,170.30512982902400,175.6698177861170,39186300
2020-02-06,175.28797912597700,175.46935005173800,171.88015168662900,172.74881529653400,27751400
2020-02-07,175.5361328125,177.19709227933500,174.19018365311300,174.54338497300600,33529100
2020-02-10,180.1276092529300,180.26124865813400,174.9251983541530,175.24020864476400,35844300
2020-02-11,176.06114196777300,182.03675336983700,175.1638425690760,181.98902188925900,53159900
2020-02-12,176.31890869140600,177.40711962197600,173.5888336107690,177.14938123785000,47062900
2020-02-13,175.36431884765600,177.76982829589500,174.56246779930600,174.7629342027950,35295800
2020-02-14,176.92977905273400,176.9870509946610,174.35242514122200,174.92517369169200,23149500
2020-02-18,178.724365234375,179.17301487250100,177.07296110406400,177.17796452076600,27792200
2020-02-19,179.26043701171900,180.12189205359900,178.48512455294900,180.00703527611800,29997500
2020-02-20,176.5229034423830,179.23172105937100,173.3450775850240,178.94456451309800,36862400
2020-02-21,170.9425506591800,175.64230186001900,169.65993463045400,175.32643111765100,48572600
2020-02-24,163.57223510742200,167.0755119618360,156.240244210252,160.58584282779600,68311100
2020-02-25,160.873046875,167.3531367927610,160.4710189288850,166.74054294898100,68073300
2020-02-26,162.8831329345700,165.8408122534140,161.007070454913,162.44283881614500,56206100
2020-02-27,151.406494140625,159.87753004465900,151.21506135408900,156.32640584745200,93174900
2020-02-28,155.07252502441400,156.69974059416400,145.49117093338600,145.88361772869700,97012700
2020-03-02,165.3909149169920,165.51535283207700,155.35968539530600,158.2312217343880,71030800
2020-03-03,157.4654541015630,167.50626337555700,155.31180214387700,166.3576519192020,71677000
2020-03-04,163.24684143066400,163.39041240338100,158.52794252039900,161.27505550994900,49814400
2020-03-05,159.1501007080080,163.55311380347000,158.5949353297000,158.93952023329100,47817300
2020-03-06,154.65138244628900,156.1254313406520,149.319889632788,155.64684195080300,72821100
2020-03-09,144.17025756835900,150.99494667832100,143.57681142154100,144.53399016435200,70419300
2020-03-10,154.02920532226600,154.1344955707760,146.04633791651800,151.38739718518500,65354400
2020-03-11,147.0513458251950,150.94705494253800,144.67753249700500,150.4014707619270,56371600
2020-03-12,133.10528564453100,146.89823607785500,132.64584389604900,139.07808679635800,93226400
2020-03-13,152.02867126464800,154.97678295935200,134.70373362014400,141.18383651086300,92727400
2020-03-16,129.62112426757800,142.95462976122500,129.21911100819900,134.00500400850300,87905900
2020-03-17,140.29371643066400,141.18388578468500,129.21914970123700,134.0050441346160,81059800
2020-03-18,134.3878936767580,139.7481006393260,129.2382818177400,132.09067046730800,81593200
2020-03-19,136.59898376464800,143.72038128798500,133.04784422970100,136.65641215191400,85922700
2020-03-20,131.46853637695300,140.80103126384300,130.04233446450300,139.7481285626520,84866200
2020-03-23,130.1571502685550,134.55061142383000,126.84532027961400,131.14304312122100,78975200
2020-03-24,141.98789978027300,143.1939544165170,135.22065325461600,137.59445259067200,82516700
2020-03-25,140.62867736816400,147.72137425955300,138.25487854302700,142.53346802938700,75638200
2020-03-26,149.42514038085900,149.95159149159900,142.01657332658500,142.04528751395400,64568100
2020-03-27,143.2896728515630,148.257433486755,142.81108342012400,145.2518924415380,57042300
2020-03-30,153.36871337890600,153.72287937037800,143.58634753140700,145.91229897847100,63420300
2020-03-31,150.9566650390630,157.72391111486900,149.85590072827600,152.57428483607100,77927200
2020-04-01,145.59645080566400,150.99493802138900,144.36169672460100,146.4483392537090,57969900
2020-04-02,148.611572265625,148.82215276585600,143.9214020813380,145.35717025269800,49630700
2020-04-03,147.24278259277300,150.640769470052,145.6730103070820,148.45840347788000,41243300
2020-04-06,158.1929168701170,159.37024249997800,150.83221084061400,153.45488555470900,67111700
2020-04-07,156.48915100097700,162.72037908322400,156.2689893839850,162.32793231073000,62769000
2020-04-08,158.0589141845700,159.532962870213,156.4987083208590,158.5757842260490,48318200
2020-04-09,158.06851196289100,160.20301667185600,156.33602061130500,159.23627130806600,51385100
2020-04-13,158.42262268066400,158.48006566441000,155.3500875953280,157.31230661980800,41905300
2020-04-14,166.261962890625,166.3098247540780,160.80604638092200,161.76322522842700,52874300
